timestamp,open,high,low,close,adj close,volume,div amt
2020-06-24,249.4100,259.2867,234.3100,246.1300,246.1300,86838190,1.5000
2020-05-29,216.7700,252.2300,215.2100,248.4800,247.0039,115184121,0.0000
2020-04-30,175.9100,224.2200,174.0000,219.8300,218.5241,120335998,0.0000
2020-03-31,219.9800,241.3200,140.6300,186.7100,185.6008,221233504,1.5000
2020-02-28,230.3000,247.3600,212.3300,217.8400,215.0308,85985221,0.0000
2020-01-31,219.0800,236.5300,216.4000,228.1000,225.1585,97247927,0.0000
2019-12-31,220.9000,222.0000,210.6100,218.3800,215.5639,111753795,1.3600
2019-11-29,236.0700,239.3091,216.8800,220.5100,216.2925,102587389,0.0000
2019-10-31,233.0100,238.9900,222.1200,234.5800,230.0934,63974717,0.0000
2019-09-30,226.4500,235.4900,220.6700,232.0200,227.5823,76169026,1.3600
2019-08-30,214.1400,229.2700,199.0500,227.9100,222.2027,98999337,0.0000
2019-07-31,209.7000,219.2951,208.1700,213.6900,208.3388,64173578,0.0000
2019-06-28,189.5200,211.9900,188.7500,207.9700,202.7621,90787917,1.3600
2019-05-31,203.2000,203.5200,186.2700,189.8500,183.8248,94653436,0.0000
2019-04-30,192.9900,208.2950,192.8500,203.7000,197.2352,71205238,0.0000
2019-03-29,185.8200,192.1900,179.5200,191.8900,185.8000,95116672,1.3600
2019-02-28,184.0300,193.4199,182.4500,185.1400,177.9284,90472112,0.0000
2019-01-31,169.7100,184.6700,168.2100,183.5300,176.3811,98772994,0.0000
2018-12-31,183.2900,183.5000,158.0900,171.8200,165.1272,117666746,0.0000
2018-11-30,176.8400,188.6900,167.0000,180.3200,173.2961,132550467,1.0300
2018-10-31,208.5200,209.7900,170.9100,175.8800,168.0535,133142792,0.0000
2018-09-28,200.6900,215.4300,200.5000,207.1500,197.9320,83961319,0.0000
2018-08-31,196.8600,203.5500,191.0900,200.7700,191.8359,88544474,1.0300
2018-07-31,193.8200,204.2500,192.1200,197.5200,187.7716,67994290,0.0000
2018-06-29,187.2100,201.6000,186.5200,195.1000,185.4710,94003543,0.0000
2018-05-31,184.7300,191.6500,181.2010,186.5500,177.3430,103145561,1.0300
2018-04-30,177.1500,187.8000,170.4200,184.8000,174.7175,101399387,0.0000
2018-03-29,182.7500,184.4000,171.5600,178.2400,168.5154,107014878,1.0300
2018-02-28,199.3400,202.2500,175.4200,182.2700,171.3373,125185238,0.0000
2018-01-31,190.2100,207.6050,187.8190,200.9000,188.8498,89316368,0.0000
2017-12-29,180.3200,191.4900,176.7000,189.5300,178.1618,100639195,0.0000
2017-11-30,166.4200,180.6700,160.5300,179.8200,169.0342,102417158,0.8900
2017-10-31,164.2000,167.9400,161.5111,165.7800,155.0578,69072198,0.0000
2017-09-29,150.2600,163.6100,149.7600,163.5600,152.9814,108520922,0.0000
2017-08-31,150.2400,156.0500,146.8900,149.8700,140.1768,111975373,0.8900
2017-07-31,154.3900,154.7900,144.2500,149.6000,139.0981,100915398,0.0000
2017-06-30,153.5200,159.2242,150.7500,153.4000,142.6313,99727702,0.0000
2017-05-31,156.2200,160.8600,153.2800,153.5100,142.7336,91220323,0.8900
2017-04-28,146.9400,156.2700,145.7600,156.1000,144.3071,74854681,0.0000
2017-03-31,146.7200,150.1500,145.8300,146.8300,135.7375,92996503,0.8900
2017-02-28,137.6600,146.3300,136.3300,144.9100,133.1510,75920496,0.0000
2017-01-31,135.1000,139.3700,133.0500,137.5800,126.4158,83138342,0.0000
2016-12-30,129.3400,137.3250,128.6775,134.0800,123.1998,99550323,0.0000
2016-11-30,121.6900,132.1350,119.2000,129.4000,118.8995,133573512,0.6900
2016-10-31,128.2000,130.4500,121.6200,122.0100,111.5156,97344887,0.0000
2016-09-30,134.4800,135.8800,125.3500,128.6800,117.6119,107336932,0.0000
2016-08-31,138.0600,139.0000,133.6000,134.1200,122.5840,91326026,0.6900
2016-07-29,128.2900,138.7200,128.1200,138.2400,125.7028,78426839,0.0000
2016-06-30,131.5800,132.7300,123.6200,127.6900,116.1096,113908727,0.0000
2016-05-31,134.3700,137.8200,130.0200,132.1200,120.1379,112381560,0.6900
2016-04-29,133.1000,137.0000,131.7500,133.8900,121.1148,82927433,0.0000
2016-03-31,124.7800,134.2900,123.9800,133.4300,120.6987,93979644,0.6900
2016-02-29,124.9200,127.7500,109.6200,124.1200,111.6690,135884473,0.0000
2016-01-29,130.1100,131.9400,113.5865,125.7600,113.1445,147039089,0.0000
2015-12-31,133.5200,134.8299,130.0150,132.2500,118.9834,99713562,0.5900
2015-11-30,124.2400,135.4700,118.6100,133.8800,119.9236,111390322,0.0000
2015-10-30,116.2300,125.7500,114.7100,123.6400,110.7510,97310722,0.0000
2015-09-30,113.9900,119.8200,111.8000,115.4900,103.4506,122027097,0.5900
2015-08-31,117.6200,123.8000,92.1685,116.4600,103.7780,135262212,0.0000
2015-07-31,112.4500,118.1300,110.1700,117.0300,104.2859,97798325,0.0000
2015-06-30,111.9700,113.7100,109.0300,111.1300,99.0284,104811194,0.5900
2015-05-29,106.9800,116.4800,106.8500,111.4200,98.7647,100372799,0.0000
2015-04-30,113.8800,116.2446,106.6200,106.9800,94.8290,95670685,0.0000
2015-03-31,114.8600,117.9900,111.5800,113.6100,100.7059,104104573,0.5900
2015-02-27,104.7800,117.9200,101.5700,114.7500,101.1860,110400643,0.0000
2015-01-30,105.1600,107.7400,100.2400,104.4200,92.0771,109807516,0.0000
2014-12-31,99.4900,106.0200,96.9900,104.9700,92.5621,118070442,0.4700
2014-11-28,96.8100,99.8000,95.1500,99.4000,87.2328,94692417,0.0000
2014-10-31,92.1400,99.2570,86.3500,97.5200,85.5829,145376409,0.0000
2014-09-30,93.0400,93.7500,88.3300,91.7400,80.5104,152883808,0.4700
2014-08-29,80.5600,93.5200,79.6600,93.5000,81.6341,148205800,0.0000
2014-07-31,81.3200,82.3500,77.9500,80.8500,70.5895,119182492,0.0000
2014-06-30,80.2500,81.4700,77.7500,80.9600,70.6855,129672100,0.4700
2014-05-30,79.5100,80.2700,75.3200,80.2300,69.6424,120703800,0.0000
2014-04-30,79.2400,81.1500,74.6100,79.5100,69.0174,161862900,0.0000
2014-03-31,80.7300,83.2000,78.3700,79.1300,68.6876,129832500,0.4700
2014-02-28,76.6400,83.1000,73.9600,82.0300,70.7955,147322300,0.0000
2014-01-31,82.1100,82.5700,75.8500,76.8500,66.3250,137041800,0.0000
2013-12-31,80.4500,82.4700,77.7000,82.3400,71.0631,128287300,0.3900
2013-11-29,77.9800,82.2700,74.7800,80.6700,69.2785,138731300,0.0000
2013-10-31,75.8800,78.6000,73.7400,77.8900,66.8911,164100100,0.0000
2013-09-30,74.8300,78.8100,72.2100,75.8500,65.1392,147410900,0.3900
