ticker,qty,timestamp,close,adj close,volume,div amt
ABBV,225.0,2020-06-25,95.9300,95.9300,155109580,0.0000
ABBV,225.0,2020-05-29,92.6700,92.6700,272446683,0.0000
ABBV,225.0,2020-04-30,82.2000,82.2000,204672429,1.1800
ABBV,225.0,2020-03-31,76.1900,75.1108,368052041,0.0000
ABBV,225.0,2020-02-28,85.7100,84.4960,204643938,0.0000
ABBV,225.0,2020-01-31,81.0200,79.8724,191549416,1.1800
ABBV,225.0,2019-12-31,88.5400,86.1336,141829998,0.0000
ABBV,225.0,2019-11-29,87.7300,85.3456,162856799,0.0000
ABBV,225.0,2019-10-31,79.5500,77.3879,165129444,1.0700
ABBV,225.0,2019-09-30,75.7200,72.6069,167829742,0.0000
ABBV,225.0,2019-08-30,65.7400,63.0372,190272201,0.0000
ABBV,225.0,2019-07-31,66.6200,63.8810,245440413,1.0700
ABBV,225.0,2019-06-28,72.7200,68.6845,258341384,0.0000
ABBV,225.0,2019-05-31,76.7100,72.4531,101085914,0.0000
ABBV,225.0,2019-04-30,79.3900,74.9844,127086596,1.0700
ABBV,225.0,2019-03-29,80.5900,75.1227,128127680,0.0000
ABBV,225.0,2019-02-28,79.2400,73.8643,108610842,0.0000
ABBV,225.0,2019-01-31,80.2900,74.8431,181094702,1.0700
ABBV,225.0,2018-12-31,92.1900,84.8644,125818347,0.0000
ABBV,225.0,2018-11-30,94.2700,86.7792,162382805,0.0000
ABBV,225.0,2018-10-31,77.8500,71.6639,138287641,0.9600
ABBV,225.0,2018-09-28,94.5800,86.1526,98561247,0.0000
ABBV,225.0,2018-08-31,95.9800,87.4278,111960508,0.0000
ABBV,225.0,2018-07-31,92.2300,84.0119,145194414,0.9600
ABBV,225.0,2018-06-29,92.6500,83.5556,161878296,0.0000
ABBV,225.0,2018-05-31,98.9400,89.2281,243029478,0.0000
ABBV,225.0,2018-04-30,96.5500,87.0727,139836727,0.9600
ABBV,225.0,2018-03-29,94.6500,84.4789,164890242,0.0000
ABBV,225.0,2018-02-28,115.8300,103.3829,136960541,0.0000
ABBV,225.0,2018-01-31,112.2200,100.1608,140712023,0.7100
ABBV,225.0,2017-12-29,96.7100,85.7045,83433841,0.0000
ABBV,225.0,2017-11-30,96.9200,85.8906,99593140,0.0000
ABBV,225.0,2017-10-31,90.2500,79.9797,134875020,0.6400
ABBV,225.0,2017-09-29,88.8600,78.2004,190163376,0.0000
ABBV,225.0,2017-08-31,75.3000,66.2670,97289161,0.0000
ABBV,225.0,2017-07-31,69.9100,61.5236,97993936,0.6400
ABBV,225.0,2017-06-30,72.5100,63.2486,129951733,0.0000
ABBV,225.0,2017-05-31,66.0200,57.5875,122414187,0.0000
