timestamp,open,high,low,close,adj close,volume,div amt
2020-06-25,39.3200,43.3700,35.6950,35.8950,35.8950,22563642,0.0000
2020-05-29,33.9400,40.9700,31.4950,39.1400,39.1400,21785887,0.0000
2020-04-30,28.4000,36.3600,26.9550,34.5900,34.5900,31139196,0.1900
2020-03-31,39.4700,42.0050,22.0100,29.7600,29.5756,39813076,0.0000
2020-02-28,43.3800,44.8000,37.3900,39.3900,39.1460,22152795,0.0000
2020-01-31,46.0800,47.4300,42.7700,42.9300,42.6640,24577276,0.1900
2019-12-31,44.2300,46.4500,43.1500,45.8700,45.4014,17899960,0.0000
2019-11-29,41.8600,44.5000,41.8100,44.3500,43.8970,17261697,0.0000
2019-10-31,38.0100,42.0000,35.0100,41.4700,41.0464,27049835,0.1800
2019-09-30,35.6000,38.3300,34.7200,37.8000,37.2396,22990466,0.0000
2019-08-30,38.7800,39.1200,34.5000,35.9200,35.3875,27419922,0.0000
2019-07-31,37.6100,39.6200,36.5800,38.8100,38.2346,32407664,0.1800
2019-06-28,34.8500,37.2600,34.8300,37.2000,36.4715,28609913,0.0000
2019-05-31,39.1200,39.5000,34.7200,34.8200,34.1381,37445452,0.0000
2019-04-30,44.9000,45.7000,37.3200,38.9900,38.2264,54895543,0.1800
2019-03-29,42.7100,44.6300,41.2000,44.5100,43.4345,27200139,0.0000
2019-02-28,41.2800,43.6350,40.4500,42.5400,41.5121,24963470,0.0000
2019-01-31,37.1200,42.6738,36.5800,41.1900,40.1947,37386224,0.1800
2018-12-31,43.4000,43.7800,35.3000,37.7800,36.7038,35149837,0.0000
2018-11-30,40.3400,43.3900,40.1000,42.7000,41.4836,24891040,0.0000
2018-10-31,43.6500,43.9400,36.0600,40.1500,39.0063,42596829,0.1750
2018-09-28,43.2600,45.9950,42.4600,43.3500,41.9259,28655008,0.0000
2018-08-31,44.4800,44.6300,41.0000,43.4800,42.0516,31535962,0.0000
2018-07-31,41.6700,44.8000,41.4400,44.6500,43.1832,37602366,0.1750
2018-06-29,43.9500,45.3400,41.2800,42.0800,40.5353,33339289,0.0000
2018-05-31,45.2200,46.9300,43.2400,43.6400,42.0381,47414524,0.0000
2018-04-30,69.0900,72.9600,66.1900,67.2800,43.5261,24123047,0.3500
2018-03-29,68.8200,73.0700,66.1600,68.1300,43.8569,22366575,0.0000
2018-02-28,71.0000,72.3200,64.8200,68.6900,44.2174,22431195,0.0000
2018-01-31,71.0000,74.8400,68.2000,71.5000,46.0263,21672365,0.3500
2017-12-29,71.4000,71.7600,68.0000,70.6200,45.2439,17487096,0.0000
2017-11-30,70.4900,71.3100,67.2700,71.1600,45.5899,19696319,0.0000
2017-10-31,67.9000,71.6500,67.7950,70.4600,45.1414,19450182,0.3450
2017-09-29,62.3000,68.5000,61.2300,67.9600,43.3283,17789897,0.0000
2017-08-31,62.9800,63.4350,59.1310,62.0500,39.5604,15727738,0.0000
2017-07-31,67.0100,67.7700,62.0800,63.0700,40.2107,16133540,0.3450
2017-06-30,66.1600,67.2400,63.8400,66.5400,42.2027,17011091,0.0000
2017-05-31,64.2400,69.0300,63.8400,66.2200,41.9997,25460311,0.0000
2017-04-28,62.9900,65.6600,61.6110,64.5100,40.9152,21454455,0.3450
2017-03-31,58.8700,63.4500,58.3400,62.7800,39.5983,29369427,0.0000
2017-02-28,58.6100,59.6900,57.4400,58.0600,36.6212,23627425,0.0000
2017-01-31,56.9200,61.8700,56.5300,58.6300,36.9807,20853132,0.3450
2016-12-30,57.9600,61.5300,55.7600,56.0700,35.1687,22998357,0.0000
2016-11-30,55.1300,60.6600,53.8000,57.4600,36.0406,26637038,0.0000
2016-10-31,63.6600,64.3900,54.7600,55.1300,34.5791,24340686,0.3400
2016-09-30,62.9400,65.1400,58.2000,64.2400,40.0621,31576088,0.0000
2016-08-31,63.6100,66.9900,60.8200,64.0500,39.9437,26857115,0.0000
2016-07-29,58.4000,64.3100,57.2000,63.8200,39.8002,24232320,0.3400
2016-06-30,59.7200,63.3900,55.5300,58.2900,36.1545,39436976,0.0000
2016-05-31,57.7400,62.1300,56.4800,60.2400,37.3640,26578815,0.0000
2016-04-29,53.6300,62.0800,50.3700,58.0800,36.0243,30590768,0.3300
2016-03-31,48.2700,54.5400,47.8200,54.2600,33.4591,27465615,0.0000
2016-02-29,46.5700,49.5900,41.5700,47.7100,29.4201,37152731,0.0000
2016-01-29,48.6300,49.5600,42.0000,47.1200,29.0563,33545336,0.3300
2015-12-31,56.9600,57.7100,48.1400,49.5300,30.3206,34943003,0.0000
2015-11-30,55.8600,59.6900,54.2600,56.7000,34.7099,24713303,0.0000
2015-10-30,51.0800,58.1000,48.4400,55.9200,34.2324,44572025,0.3200
2015-09-30,56.2900,56.2900,49.4400,51.0400,31.0608,28356320,0.0000
2015-08-31,60.6600,63.4600,52.3400,55.2900,33.6472,21201983,0.0000
2015-07-31,69.0200,69.6500,58.2700,60.8100,37.0064,33167833,0.3200
2015-06-30,64.2400,69.3600,60.6500,68.7500,41.6204,32411240,0.0000
2015-05-29,62.4900,65.9800,61.3300,64.0300,38.7630,20909160,0.0000
2015-04-30,62.7100,66.5200,59.9200,62.1500,37.6248,40086545,0.3200
2015-03-31,66.6400,66.7280,62.0200,62.8900,37.8726,28724976,0.0000
2015-02-27,62.3300,68.2400,62.1850,66.4700,40.0284,25271844,0.0000
2015-01-30,66.7800,67.1900,60.7300,61.8100,37.2222,37080223,0.3200
2014-12-31,64.0800,67.7500,59.4800,66.4200,39.7908,34736956,0.0000
2014-11-28,67.2500,69.3700,64.3600,64.7100,38.7664,20273910,0.0000
2014-10-31,65.4000,68.5100,59.0900,67.0500,40.1682,45118586,0.3000
2014-09-30,68.0800,68.3000,65.3500,65.4900,39.0525,35381454,0.0000
2014-08-29,63.2300,70.4500,62.9100,68.0700,40.5910,29543141,0.0000
2014-07-31,72.5700,73.6300,63.5900,64.0700,38.2057,38313700,0.3000
2014-06-30,74.7900,79.2000,71.9300,72.1200,42.8272,23692100,0.0000
2014-05-30,74.2900,76.9200,72.7500,74.6400,44.3236,23729900,0.0000
2014-04-30,79.3600,81.0400,71.9600,74.2900,44.1158,32798200,0.2500
2014-03-31,80.1000,83.3740,76.0700,79.3400,46.9585,24335500,0.0000
2014-02-28,74.3300,81.3900,71.3400,80.8100,47.8285,27226700,0.0000
2014-01-31,77.3500,78.1800,71.2910,74.3300,43.9933,30274800,0.2500
2013-12-31,70.6000,77.9720,68.9200,77.6700,45.8220,18485400,0.0000
2013-11-29,67.3800,71.4200,66.2400,70.7200,41.7218,15908000,0.0000
2013-10-31,64.7300,67.9500,62.8000,67.0900,39.5803,24976800,0.2500
2013-09-30,61.1200,66.4900,60.3650,64.9400,38.1653,15852900,0.0000
2013-08-30,61.5000,64.8800,59.8900,60.1100,35.3267,15624300,0.0000
2013-07-31,58.0000,61.7500,57.3800,61.0800,35.8968,21953200,0.2500
2013-06-28,58.3900,60.1400,55.4900,57.6900,33.7635,27558400,0.0000
2013-05-31,54.2800,59.5900,52.9840,58.2400,34.0854,24059300,0.0000
2013-04-30,52.6400,54.9800,49.6700,54.3500,31.8088,32010500,0.2300
2013-03-28,52.6200,54.2000,50.5500,52.7500,30.7423,28583800,0.0000
2013-02-28,51.0100,53.8400,50.1000,53.2700,31.0454,23233248,0.0000
2013-01-31,50.0600,53.3600,49.3900,50.6800,29.5359,35707900,0.2300
2012-12-31,48.7400,49.5000,47.3100,49.1500,28.5203,28802700,0.0000
2012-11-30,42.0000,48.9900,41.9450,48.4900,28.1374,55890500,0.0000
2012-10-31,44.1000,46.5690,40.3000,42.2400,24.5107,77459000,0.2200
2012-09-28,42.4700,45.0200,41.5000,44.2500,25.5395,61597700,0.0000
2012-08-31,44.3100,45.2100,41.6100,42.5000,24.5295,19593100,0.0000
2012-07-31,38.4800,45.0300,37.4300,43.8300,25.2971,16929600,0.2200
2012-06-29,39.9500,40.6900,36.3100,38.2800,21.9769,20803700,0.0000
2012-05-31,43.5500,44.1200,39.4600,40.7600,23.4007,18129700,0.0000
2012-04-30,47.3800,47.5900,43.2400,43.3400,24.8819,25996600,0.2200
2012-03-30,38.5400,48.7700,37.0000,47.6100,27.1983,23415800,0.0000
2012-02-29,37.5600,39.7000,36.9900,38.5000,21.9940,8978900,0.0000
2012-01-31,34.1100,37.8000,33.8800,36.8200,21.0342,10889800,0.2200
2011-12-30,37.8600,38.1800,32.5000,33.2900,18.9059,20041100,0.0000
2011-11-30,34.5300,38.6200,34.0100,38.0300,21.5978,13223200,0.0000
2011-10-31,31.7100,38.2300,30.3800,35.9500,20.4165,16114600,0.2000
2011-09-30,34.5100,34.6300,30.8000,32.0100,18.0806,20151500,0.0000
2011-08-31,37.3500,37.5200,29.7300,34.3200,19.3854,19623300,0.0000
2011-07-29,40.3100,42.4300,36.5500,36.8100,20.7919,14235200,0.2000
2011-06-30,40.3900,40.6500,36.9100,40.3600,22.6774,15117300,0.0000
2011-05-31,40.3900,40.5700,38.0900,40.4800,22.7448,10442000,0.0000
2011-04-29,38.0200,40.3400,36.7400,40.1600,22.5650,16407700,0.2000
2011-03-31,37.3100,38.2100,34.8500,37.7900,21.1267,11002600,0.0000
2011-02-28,36.3600,38.9700,36.2500,37.0800,20.7297,7480800,0.0000
2011-01-31,36.8300,37.3400,35.0600,36.1700,20.2210,9952200,0.2000
2010-12-31,33.3800,37.2200,33.3800,36.5100,20.3003,11086000,0.0000
2010-11-30,32.9000,34.0500,32.0700,32.9000,18.2931,11831500,0.0000
2010-10-29,33.8900,35.7300,31.8900,32.7300,18.1986,14115800,0.1900
2010-09-30,30.5400,34.1400,30.4500,33.6300,18.5910,13648800,0.0000
2010-08-31,34.8600,35.6800,29.4100,30.1000,16.6396,13411400,0.0000
2010-07-30,32.2600,35.4300,31.1300,34.2000,18.9061,12872500,0.1900
2010-06-30,34.0700,34.9700,31.2500,32.2000,17.7016,13786700,0.0000
2010-05-28,36.4100,37.1100,30.6200,34.3600,18.8890,21289800,0.0000
2010-04-30,35.9000,39.3200,35.3700,36.1600,19.8785,12918100,0.1900
2010-03-31,33.7400,36.3200,33.4100,35.6200,19.4800,13762100,0.0000
2010-02-26,30.7200,32.8000,29.5500,32.5600,17.8066,10160800,0.0000
2010-01-29,32.3900,34.2000,30.3800,30.5400,16.7019,9621500,0.1900
2009-12-31,30.2800,33.1600,30.0900,32.3000,17.5566,11724800,0.0000
2009-11-30,29.3100,32.2900,28.7100,30.1000,16.3608,11614100,0.0000
2009-10-30,29.4700,34.2700,28.1800,29.1000,15.8172,19273600,0.1800
2009-09-30,28.2500,31.6900,27.6100,29.5200,15.9501,14483300,0.0000
2009-08-31,27.5800,29.0700,25.8600,28.3300,15.3071,10725000,0.0000
2009-07-31,25.8800,28.5900,23.2000,27.3200,14.7614,15164800,0.1800
2009-06-30,25.2600,29.0700,24.3900,25.6200,13.7511,16975500,0.0000
2009-05-29,26.5000,28.1300,23.7900,25.0300,13.4344,14077700,0.0000
2009-04-30,21.3100,27.5500,21.1900,26.6400,14.2986,21016200,0.1800
2009-03-31,20.2300,22.4600,17.2300,21.6700,11.5531,17488900,0.0000
2009-02-27,22.7700,26.3700,20.2700,20.8700,11.1266,17029200,0.0000
2009-01-30,23.9100,26.3800,21.9700,22.8700,12.1929,17052200,0.1800
2008-12-31,24.0300,25.1800,21.3500,23.6700,12.5285,20258600,0.0000
2008-11-28,27.5300,28.8100,18.4200,24.8600,13.1583,18863000,0.0000
2008-10-31,34.4200,35.0000,23.9000,27.6400,14.6298,31184100,0.1700
2008-09-30,37.1900,41.0000,33.7400,34.5700,18.1810,23683600,0.0000
2008-08-29,34.8200,37.9000,33.0000,36.7500,19.3275,12535900,0.0000
2008-07-31,34.7400,36.8700,31.7200,34.6200,18.2073,22965900,0.1700
2008-06-30,37.4100,37.5200,33.6600,35.0200,18.3286,17160600,0.0000
2008-05-30,36.8400,38.7600,35.3000,37.4300,19.5900,12150800,0.0000
2008-04-30,32.2900,38.1500,32.0500,36.8300,19.2759,16685500,0.1700
2008-03-31,32.6400,32.9900,30.2700,31.9000,16.6173,13497900,0.0000
2008-02-29,31.7600,34.7700,29.8500,32.6200,16.9923,15840800,0.0000
2008-01-31,34.6700,34.9800,26.0200,31.7600,16.5443,24897300,0.1700
2007-12-31,33.8000,36.2000,33.0900,34.8100,18.0255,8177200,0.0000
2007-11-30,35.1800,36.5900,32.3400,33.9200,17.5647,18957000,0.0000
2007-10-31,33.2700,35.4900,32.0300,35.3900,18.3259,20045300,0.1500
2007-09-28,37.2800,37.9200,31.4700,33.1800,17.1082,19418700,0.0000
2007-08-31,36.1600,37.7600,33.4100,37.1300,19.1448,17917400,0.0000
2007-07-31,38.6000,39.6700,35.7000,36.2000,18.6653,19479300,0.1500
2007-06-29,36.9900,39.3700,35.8700,38.5700,19.8078,15856900,0.0000
2007-05-31,32.0600,37.7200,31.9000,36.9900,18.9964,18947200,0.0000
2007-04-30,31.3000,34.5800,30.0900,32.1400,16.5056,17910300,0.1500
2007-03-30,31.2500,31.7200,29.3500,31.1600,15.9261,17252400,0.0000
2007-02-28,31.3700,33.2200,30.9300,31.2100,15.9517,14442300,0.0000
2007-01-31,30.4000,31.2200,29.5500,31.1600,15.9261,17057500,0.1500
2006-12-29,31.9500,32.9900,30.6700,31.4000,15.9697,12681700,0.0000
2006-11-30,33.0000,33.4900,31.5500,31.8600,16.2037,15590400,0.0000
2006-10-31,26.2700,33.2200,26.2500,32.9400,16.7529,25170400,0.1400
2006-09-29,29.9400,30.0000,25.6900,26.1900,13.2581,24818400,0.0000
2006-08-31,28.6800,30.2700,28.3800,29.9000,15.1362,13843300,0.0000
2006-07-31,34.3900,34.4300,26.5600,28.7200,14.5389,14353600,0.1400
2006-06-30,34.2500,34.7300,32.0500,34.1900,17.2224,14364500,0.0000
2006-05-31,38.4200,38.8600,33.3800,34.1600,17.2073,15897200,0.0000
2006-04-28,41.1700,41.5500,37.0000,38.2800,19.2826,16573900,0.1400
2006-03-31,40.3000,41.9000,39.7700,40.7500,20.4563,13321200,0.0000
2006-02-28,38.3900,40.9800,36.0200,40.1500,20.1551,11322900,0.0000
2006-01-31,34.4500,38.4800,34.0100,38.4000,19.2766,14648200,0.1400
2005-12-30,38.3200,38.5000,33.8400,34.5200,17.2634,13056400,0.0000
2005-11-30,32.6200,39.3400,32.3000,38.2000,19.1038,16519600,0.0000
2005-10-31,36.5000,36.6700,30.5100,32.4900,16.2482,26142500,0.1300
2005-09-30,39.7300,40.0600,35.6800,36.5000,18.1792,12106400,0.0000
2005-08-31,40.1200,40.7300,36.9500,39.4800,19.6634,15640100,0.0000
2005-07-29,42.8100,45.5100,36.0000,40.1700,20.0070,16571200,0.1300
2005-06-30,44.4000,45.0000,41.6100,42.8100,21.2531,9848400,0.0000
2005-05-31,39.7700,46.4700,39.7100,44.5100,22.0971,18264100,0.0000
2005-04-29,39.3200,41.4800,37.1500,39.7800,19.7488,12854700,0.1300
2005-03-31,41.4700,42.5700,38.2300,39.0000,19.2991,10906400,0.0000
2005-02-28,44.2500,44.5600,39.2500,41.4400,20.5065,14184200,0.0000
2005-01-31,43.8100,44.4900,40.6000,44.3200,21.9317,13443200,0.1300
2004-12-31,40.0200,44.2000,40.0200,43.5600,21.4914,11814400,0.0000
2004-11-30,37.1500,40.9000,37.0100,40.0200,19.7449,14492100,0.0000
2004-10-29,35.0500,37.8500,34.0000,37.3800,18.4423,10854000,0.1100
2004-09-30,33.2000,35.3500,32.9300,34.9100,17.1722,11088400,0.0000
2004-08-31,31.2000,33.5500,30.4300,33.2400,16.3508,10916300,0.0000
2004-07-30,34.2500,34.7500,29.7500,31.3200,15.4063,13959300,0.1100
2004-06-30,61.0500,64.5800,31.1000,33.6400,16.4898,11921100,0.0000
2004-05-28,59.7500,61.4800,55.9500,61.2800,15.0192,12510000,0.0000
2004-04-30,59.0000,63.1300,56.6800,59.5900,14.6050,13392400,0.1050
2004-03-31,54.1500,59.3700,50.5200,59.0000,14.4351,14513600,0.0000
2004-02-27,45.6800,54.7500,44.6000,54.0100,13.2143,23446400,0.0000
2004-01-30,45.7700,48.4000,44.9900,45.6800,11.1762,6801200,0.1050
2003-12-31,43.7000,46.7000,43.6900,45.7000,11.1553,9538200,0.0000
2003-11-28,41.1500,44.0100,41.1500,43.6000,10.6427,10154000,0.0000
2003-10-31,39.8200,41.3900,36.7500,41.0000,10.0080,16447000,0.1050
2003-09-30,42.9500,43.7000,39.3000,39.8700,9.7055,11869400,0.0000
2003-08-29,40.3000,43.0000,38.5800,42.8000,10.4187,9863400,0.0000
2003-07-31,39.0600,41.0300,37.6900,40.3500,9.8223,13931800,0.1050
2003-06-30,38.8500,42.3000,38.0000,39.0600,9.4840,10510800,0.0000
2003-05-30,38.4400,40.0000,36.7000,38.8600,9.4354,9817800,0.0000
2003-04-30,35.3600,38.6600,35.2000,38.5400,9.3577,8247800,0.1050
2003-03-31,36.5000,37.5500,33.3300,35.3500,8.5593,9171200,0.0000
2003-02-28,36.9800,37.7500,33.6000,36.3500,8.8014,10463800,0.0000
2003-01-31,34.7000,37.4900,32.4900,36.7300,8.8935,12651000,0.0950
2002-12-31,36.0000,36.3300,32.1300,34.5500,8.3420,11885600,0.0000
2002-11-29,33.1500,36.1900,29.0200,35.7600,8.6341,19636600,0.0000
2002-10-31,37.3700,38.6000,30.9500,33.0400,7.9774,14538000,0.0950
2002-09-30,43.0000,43.3800,36.3000,37.1700,8.9489,10466600,0.0000
2002-08-30,40.6700,44.7000,38.4800,43.4400,10.4584,7971400,0.0000
2002-07-31,48.0000,48.0100,36.7000,40.6700,9.7916,13370400,0.0950
2002-06-28,47.2000,49.2100,43.0000,48.0800,11.5475,10896600,0.0000
2002-05-31,48.7200,49.8400,45.8500,46.9900,11.2858,11180600,0.0000
2002-04-30,44.7000,49.5000,41.6000,48.5600,11.6628,16666000,0.0900
2002-03-28,39.4700,45.6900,38.8500,44.9700,10.7802,13834200,0.0000
2002-02-28,35.5000,39.4500,33.2400,39.0000,9.3491,6610800,0.0000
2002-01-31,36.5500,36.9600,32.0000,35.3000,8.4621,7669200,0.0900
2001-12-31,35.5000,39.6000,33.7000,36.5100,8.7284,7207800,0.0000
2001-11-30,31.7500,36.9200,31.2100,35.4200,8.4679,4793000,0.0000
2001-10-31,30.7700,34.3000,29.1900,31.7500,7.5905,7791400,0.0900
2001-09-28,37.5500,37.9700,28.4000,30.7700,7.3363,7094800,0.0000
2001-08-31,36.1500,38.5500,35.2000,37.5000,8.9409,7224800,0.0000
2001-07-31,33.8100,36.0000,31.7500,35.7300,8.5189,7015600,0.0900
2001-06-29,36.0500,36.9000,32.0000,33.8000,8.0381,6158000,0.0000
2001-05-31,30.7800,36.6500,30.2500,35.9000,8.5375,11406400,0.0000
2001-04-30,25.4800,31.8000,24.2500,30.7700,7.3175,9026400,0.0850
2001-03-30,27.9500,30.8200,22.8000,25.4800,6.0418,13678600,0.0000
2001-02-28,28.2000,30.1500,26.4500,27.7000,6.5682,8805800,0.0000
2001-01-31,24.3100,28.7000,21.8800,27.7400,6.5777,12763200,0.0850
2000-12-29,28.0000,29.8800,20.6200,24.1900,5.7179,10746600,0.0000
2000-11-30,29.6900,30.8800,27.6200,28.1900,6.6634,5978200,0.0000
2000-10-31,26.7500,29.9400,23.8800,29.8100,7.0463,7429000,0.0850
2000-09-29,32.6900,33.3800,23.2500,26.7500,6.3024,15179000,0.0000
2000-08-31,31.2500,33.1900,29.9400,32.5000,7.6572,8552800,0.0000
2000-07-31,35.7500,36.3800,27.2500,30.6200,7.2142,17749800,0.0800
